"","x"
"11238","1"
"11239","4"
"11240","4"
"11241","4"
"11242","4"
"11243","4"
"11244","4"
"11245","4"
"11246","2"
"11247","4"
"11248","4"
"11249","4"
"11250","4"
"11251","4"
"11252","4"
"11253","4"
"11254","4"
"11255","4"
"11256","2"
"11257","2"
"11258","4"
"11259","4"
"11260","4"
"11261","4"
"11262","4"
"11263","4"
"11264","4"
"11265","4"
"11266","4"
"11267","4"
"11268","4"
"11269","4"
"11270","4"
"11271","4"
"11272","4"
"11273","4"
"11274","4"
"11275","4"
"11276","3"
"11277","4"
"11278","4"
"11279","4"
"11280","4"
"11281","4"
"11282","4"
"11283","4"
"11284","4"
"11285","4"
"11286","4"
"11287","4"
"11288","4"
"11289","4"
"11290","4"
"11291","4"
"11292","4"
"11293","4"
"11294","4"
"11295","4"
"11296","4"
"11297","4"
"11298","4"
"11299","4"
"11300","4"
"11301","4"
"11302","4"
"11303","4"
"11304","4"
"11305","4"
"11306","4"
"11307","4"
"11308","4"
"11309","4"
"11310","4"
"11311","4"
"11312","4"
"11313","4"
"11314","4"
"11315","4"
"11316","4"
"11317","4"
"11318","4"
"11319","4"
"11320","4"
"11321","4"
"11322","4"
"11323","4"
"11324","4"
"11325","4"
"11326","4"
"11327","4"
"11328","1"
"11329","4"
"11330","4"
"11331","4"
"11332","4"
"11333","4"
"11334","4"
"11335","4"
"11336","4"
"11337","4"
"11338","4"
"11339","4"
"11340","4"
"11341","4"
"11342","4"
"11343","4"
"11344","4"
"11345","4"
"11346","4"
"11347","4"
"11348","4"
"11349","4"
"11350","4"
"11351","4"
"11352","4"
"11353","4"
"11354","4"
"11355","4"
"11356","4"
"11357","4"
"11358","4"
"11359","4"
"11360","4"
"11361","4"
"11362","4"
"11363","4"
"11364","4"
"11365","4"
"11366","4"
"11367","4"
"11368","4"
"11369","4"
"11370","4"
"11371","4"
"11372","4"
"11373","4"
"11374","4"
"11375","4"
"11376","4"
"11377","4"
"11378","4"
"11379","4"
"11380","4"
"11381","4"
"11382","1"
"11383","4"
"11384","4"
"11385","4"
"11386","4"
"11387","4"
"11388","4"
"11389","4"
"11390","4"
"11391","4"
"11392","4"
"11393","4"
"11394","4"
"11395","4"
"11396","4"
"11397","4"
"11398","4"
"11399","4"
"11400","4"
"11401","4"
"11402","4"
"11403","4"
"11404","4"
"11405","4"
"11406","4"
"11407","4"
"11408","4"
"11409","4"
"11410","4"
"11411","4"
"11412","4"
"11413","4"
"11414","4"
"11415","4"
"11416","4"
"11417","4"
"11418","4"
"11419","4"
"11420","4"
"11421","4"
"11422","4"
"11423","4"
"11424","4"
"11425","4"
"11426","4"
"11427","4"
"11428","4"
"11429","4"
"11430","4"
"11431","4"
"11432","4"
"11433","4"
"11434","4"
"11435","4"
"11436","4"
"11437","4"
"11438","4"
"11439","4"
"11440","4"
"11441","4"
"11442","4"
"11443","4"
"11444","4"
"11445","4"
"11446","4"
"11447","4"
"11448","4"
"11449","4"
"11450","4"
"11451","4"
"11452","4"
"11453","4"
"11454","4"
"11455","4"
"11456","4"
"11457","4"
"11458","4"
"11459","4"
"11460","4"
"11461","4"
"11462","4"
"11463","4"
"11464","4"
"11465","4"
"11466","4"
"11467","4"
"11468","4"
"11469","4"
"11470","4"
"11471","4"
"11472","4"
"11473","4"
"11474","4"
"11475","4"
"11476","4"
"11477","4"
"11478","4"
"11479","4"
"11480","4"
"11481","4"
"11482","4"
"11483","4"
"11484","4"
"11485","4"
"11486","4"
"11487","4"
"11488","4"
"11489","4"
"11490","4"
"11491","4"
"11492","4"
"11493","4"
"11494","4"
"11495","4"
"11496","4"
"11497","4"
"11498","4"
"11499","4"
"11500","4"
"11501","4"
"11502","4"
"11503","4"
"11504","1"
"11505","4"
"11506","4"
"11507","4"
"11508","4"
"11509","4"
"11510","4"
"11511","4"
"11512","4"
"11513","4"
"11514","4"
"11515","4"
"11516","4"
"11517","4"
"11518","4"
"11519","4"
"11520","4"
"11521","4"
"11522","4"
"11523","4"
"11524","4"
"11525","4"
"11526","4"
"11527","4"
"11528","4"
"11529","4"
"11530","4"
"11531","4"
"11532","4"
"11533","4"
"11534","1"
"11535","1"
"11536","4"
"11537","4"
"11538","4"
"11539","4"
"11540","4"
"11541","4"
"11542","4"
"11543","4"
"11544","4"
"11545","4"
"11546","4"
"11547","4"
"11548","4"
"11549","4"
"11550","4"
"11551","4"
"11552","4"
"11553","4"
"11554","4"
"11555","4"
"11556","4"
"11557","4"
"11558","4"
"11559","1"
"11560","4"
"11561","4"
"11562","4"
"11563","4"
"11564","4"
"11565","4"
"11566","4"
"11567","4"
"11568","4"
"11569","4"
"11570","4"
"11571","4"
"11572","4"
"11573","4"
"11574","4"
"11575","4"
"11576","4"
"11577","4"
"11578","4"
"11579","4"
"11580","4"
"11581","4"
"11582","4"
"11583","4"
"11584","4"
"11585","4"
"11586","4"
"11587","4"
"11588","4"
"11589","4"
"11590","4"
"11591","4"
"11592","4"
"11593","4"
"11594","4"
"11595","4"
"11596","4"
"11597","4"
"11598","4"
"11599","4"
"11600","4"
"11601","4"
"11602","4"
"11603","4"
"11604","4"
"11605","1"
"11606","1"
"11607","1"
"11608","4"
"11609","4"
"11610","4"
"11611","4"
"11612","4"
"11613","4"
"11614","4"
"11615","4"
"11616","4"
"11617","4"
"11618","4"
"11619","4"
"11620","4"
"11621","4"
"11622","4"
"11623","4"
"11624","4"
"11625","4"
"11626","4"
"11627","4"
"11628","4"
"11629","4"
"11630","4"
"11631","4"
"11632","4"
"11633","4"
"11634","4"
"11635","4"
"11636","4"
"11637","4"
"11638","4"
"11639","4"
"11640","4"
"11641","4"
"11642","4"
"11643","4"
"11644","4"
"11645","4"
"11646","4"
"11647","4"
"11648","4"
"11649","4"
"11650","4"
"11651","4"
"11652","4"
"11653","4"
"11654","4"
"11655","4"
"11656","4"
"11657","4"
"11658","4"
"11659","4"
"11660","4"
"11661","4"
"11662","4"
"11663","4"
"11664","4"
"11665","4"
"11666","4"
"11667","4"
"11668","4"
"11669","4"
"11670","4"
"11671","4"
"11672","4"
"11673","4"
"11674","4"
"11675","4"
"11676","1"
"11677","4"
"11678","4"
"11679","4"
"11680","4"
"11681","4"
"11682","4"
"11683","4"
"11684","4"
"11685","4"
"11686","4"
"11687","4"
"11688","4"
"11689","4"
"11690","4"
"11691","4"
"11692","4"
"11693","4"
"11694","4"
"11695","4"
"11696","4"
"11697","4"
"11698","4"
"11699","4"
"11700","4"
"11701","4"
"11702","4"
"11703","4"
"11704","4"
"11705","4"
"11706","4"
"11707","4"
"11708","4"
"11709","4"
"11710","4"
"11711","4"
"11712","4"
"11713","4"
"11714","4"
"11715","4"
"11716","4"
"11717","4"
"11718","4"
"11719","4"
"11720","4"
"11721","4"
"11722","4"
"11723","4"
"11724","4"
"11725","4"
"11726","4"
"11727","4"
"11728","4"
"11729","4"
"11730","4"
"11731","4"
"11732","4"
"11733","4"
"11734","4"
"11735","4"
"11736","4"
"11737","4"
"11738","4"
"11739","4"
"11740","4"
"11741","4"
"11742","4"
"11743","4"
"11744","4"
"11745","4"
"11746","4"
"11747","4"
"11748","4"
"11749","4"
"11750","4"
"11751","4"
"11752","4"
"11753","4"
"11754","4"
"11755","4"
"11756","4"
"11757","4"
"11758","4"
"11759","4"
"11760","4"
"11761","4"
"11762","4"
"11763","4"
"11764","4"
"11765","4"
"11766","4"
"11767","4"
"11768","4"
"11769","4"
"11770","4"
"11771","4"
"11772","4"
"11773","4"
"11774","4"
"11775","4"
"11776","4"
"11777","4"
"11778","4"
"11779","4"
"11780","4"
"11781","4"
"11782","4"
"11783","4"
"11784","4"
"11785","4"
"11786","4"
"11787","4"
"11788","4"
"11789","4"
"11790","4"
"11791","4"
"11792","4"
"11793","3"
"11794","4"
"11795","4"
"11796","4"
"11797","4"
"11798","4"
"11799","4"
"11800","4"
"11801","4"
"11802","4"
"11803","3"
"11804","4"
"11805","4"
"11806","3"
"11807","4"
"11808","4"
"11809","4"
"11810","4"
"11811","3"
"11812","3"
"11813","3"
"11814","3"
"11815","3"
"11816","3"
"11817","3"
"11818","3"
"11819","3"
"11820","3"
"11821","3"
"11822","4"
"11823","4"
"11824","4"
"11825","3"
"11826","3"
"11827","3"
"11828","3"
"11829","3"
"11830","3"
"11831","3"
"11832","3"
"11833","3"
"11834","3"
"11835","4"
"11836","3"
"11837","3"
"11838","3"
"11839","3"
"11840","3"
"11841","3"
"11842","3"
"11843","3"
"11844","3"
"11845","3"
"11846","3"
"11847","3"
"11848","3"
"11849","3"
"11850","3"
"11851","3"
"11852","3"
"11853","3"
"11854","3"
"11855","3"
"11856","3"
"11857","3"
"11858","3"
"11859","3"
"11860","3"
"11861","3"
"11862","3"
"11863","3"
"11864","3"
"11865","3"
"11866","3"
"11867","3"
"11868","3"
"11869","3"
"11870","3"
"11871","3"
"11872","3"
"11873","3"
"11874","3"
"11875","3"
"11876","3"
"11877","3"
"11878","3"
"11879","3"
"11880","3"
"11881","3"
"11882","3"
"11883","3"
"11884","3"
"11885","3"
"11886","3"
"11887","3"
"11888","3"
"11889","3"
"11890","3"
"11891","3"
"11892","3"
"11893","3"
"11894","3"
"11895","3"
"11896","3"
"11897","3"
"11898","3"
"11899","3"
"11900","3"
"11901","3"
"11902","3"
"11903","3"
"11904","3"
"11905","3"
"11906","3"
"11907","3"
"11908","3"
"11909","3"
"11910","3"
"11911","3"
"11912","3"
"11913","3"
"11914","3"
"11915","3"
"11916","3"
"11917","3"
"11918","3"
"11919","3"
"11920","3"
"11921","3"
"11922","3"
"11923","3"
"11924","3"
"11925","3"
"11926","3"
"11927","3"
"11928","3"
"11929","3"
"11930","3"
"11931","3"
"11932","3"
"11933","3"
"11934","3"
"11935","3"
"11936","3"
"11937","3"
"11938","3"
"11939","3"
"11940","3"
"11941","3"
"11942","3"
"11943","3"
"11944","3"
"11945","3"
"11946","3"
"11947","3"
"11948","3"
"11949","3"
"11950","3"
"11951","3"
"11952","3"
"11953","3"
"11954","3"
"11955","3"
"11956","3"
"11957","3"
"11958","3"
"11959","3"
"11960","3"
"11961","3"
"11962","3"
"11963","3"
"11964","3"
"11965","3"
"11966","3"
"11967","3"
"11968","3"
"11969","3"
"11970","3"
"11971","3"
"11972","3"
"11973","3"
"11974","3"
"11975","3"
"11976","3"
"11977","3"
"11978","3"
"11979","3"
"11980","3"
"11981","3"
"11982","3"
"11983","3"
"11984","3"
"11985","3"
"11986","3"
"11987","3"
"11988","3"
"11989","3"
"11990","3"
"11991","3"
"11992","3"
"11993","3"
"11994","3"
"11995","3"
"11996","3"
"11997","3"
"11998","3"
"11999","3"
"12000","3"
"12001","3"
"12002","3"
"12003","3"
"12004","3"
"12005","3"
"12006","3"
"12007","3"
"12008","3"
"12009","3"
"12010","3"
"12011","3"
"12012","3"
"12013","3"
"12014","3"
"12015","3"
"12016","3"
"12017","3"
"12018","3"
"12019","3"
"12020","3"
"12021","3"
"12022","3"
"12023","3"
"12024","3"
"12025","3"
"12026","3"
"12027","3"
"12028","3"
"12029","3"
"12030","3"
"12031","3"
"12032","3"
"12033","3"
"12034","3"
"12035","3"
"12036","3"
"12037","3"
"12038","3"
"12039","3"
"12040","3"
"12041","3"
"12042","3"
"12043","3"
"12044","3"
"12045","3"
"12046","3"
"12047","3"
"12048","3"
"12049","3"
"12050","3"
"12051","3"
"12052","3"
"12053","3"
"12054","3"
"12055","3"
"12056","3"
"12057","3"
"12058","3"
"12059","3"
"12060","3"
"12061","3"
"12062","3"
"12063","3"
"12064","3"
"12065","3"
"12066","3"
"12067","3"
"12068","3"
"12069","3"
"12070","3"
"12071","3"
"12072","3"
"12073","3"
"12074","3"
"12075","3"
"12076","3"
"12077","3"
"12078","3"
"12079","3"
"12080","3"
"12081","3"
"12082","3"
"12083","3"
"12084","3"
"12085","3"
"12086","3"
"12087","3"
"12088","3"
"12089","3"
"12090","3"
"12091","3"
"12092","3"
"12093","3"
"12094","3"
"12095","3"
"12096","3"
"12097","3"
"12098","3"
"12099","3"
"12100","3"
"12101","3"
"12102","3"
"12103","3"
"12104","3"
"12105","3"
"12106","3"
"12107","3"
"12108","3"
"12109","3"
"12110","3"
"12111","3"
"12112","3"
"12113","3"
"12114","3"
"12115","3"
"12116","3"
"12117","3"
"12118","3"
"12119","3"
"12120","3"
"12121","3"
"12122","3"
"12123","3"
"12124","3"
"12125","3"
"12126","3"
"12127","3"
"12128","3"
"12129","3"
"12130","3"
"12131","3"
"12132","3"
"12133","3"
"12134","3"
"12135","3"
"12136","3"
"12137","3"
"12138","3"
"12139","3"
"12140","3"
"12141","3"
"12142","3"
"12143","3"
"12144","3"
"12145","3"
"12146","3"
"12147","3"
"12148","3"
"12149","3"
"12150","3"
"12151","3"
"12152","3"
"12153","3"
"12154","3"
"12155","3"
"12156","3"
"12157","3"
"12158","3"
"12159","3"
"12160","3"
"12161","3"
"12162","3"
"12163","3"
"12164","3"
"12165","3"
"12166","3"
"12167","3"
"12168","3"
"12169","3"
"12170","3"
"12171","3"
"12172","3"
"12173","3"
"12174","3"
"12175","3"
"12176","3"
"12177","3"
"12178","3"
"12179","3"
"12180","3"
"12181","3"
"12182","3"
"12183","3"
"12184","3"
"12185","3"
"12186","3"
"12187","3"
"12188","3"
"12189","3"
"12190","3"
"12191","3"
"12192","3"
"12193","3"
"12194","3"
"12195","3"
"12196","3"
"12197","3"
"12198","3"
"12199","3"
"12200","3"
"12201","3"
"12202","3"
"12203","3"
"12204","3"
"12205","3"
"12206","3"
"12207","3"
"12208","3"
"12209","3"
"12210","3"
"12211","3"
"12212","3"
"12213","3"
"12214","3"
"12215","3"
"12216","3"
"12217","3"
"12218","3"
"12219","3"
"12220","3"
"12221","3"
"12222","3"
"12223","3"
"12224","3"
"12225","3"
"12226","3"
"12227","3"
"12228","3"
"12229","3"
"12230","3"
"12231","3"
"12232","3"
"12233","3"
"12234","3"
"12235","3"
"12236","3"
"12237","3"
"12238","3"
"12239","3"
"12240","3"
"12241","3"
"12242","3"
"12243","3"
"12244","3"
"12245","3"
"12246","3"
"12247","3"
"12248","3"
"12249","3"
"12250","3"
"12251","3"
"12252","3"
"12253","3"
"12254","3"
"12255","3"
"12256","3"
"12257","3"
"12258","3"
"12259","3"
"12260","3"
"12261","3"
"12262","3"
"12263","3"
"12264","3"
"12265","3"
"12266","3"
"12267","3"
"12268","3"
"12269","3"
"12270","3"
"12271","3"
"12272","3"
"12273","3"
"12274","3"
"12275","3"
"12276","3"
"12277","3"
"12278","3"
"12279","3"
"12280","3"
"12281","3"
"12282","3"
"12283","3"
"12284","3"
"12285","3"
"12286","3"
"12287","3"
"12288","3"
"12289","3"
"12290","3"
"12291","3"
"12292","3"
"12293","3"
"12294","3"
"12295","3"
"12296","3"
"12297","3"
"12298","3"
"12299","3"
"12300","3"
"12301","3"
"12302","3"
"12303","3"
"12304","3"
"12305","3"
"12306","3"
"12307","3"
"12308","3"
"12309","3"
"12310","3"
"12311","3"
"12312","3"
"12313","3"
"12314","3"
"12315","3"
"12316","3"
"12317","3"
"12318","3"
"12319","3"
"12320","3"
"12321","3"
"12322","3"
"12323","3"
"12324","3"
"12325","3"
"12326","3"
"12327","3"
"12328","3"
"12329","3"
"12330","3"
"12331","3"
"12332","3"
"12333","3"
"12334","3"
"12335","3"
"12336","3"
"12337","3"
"12338","3"
"12339","3"
"12340","3"
"12341","3"
"12342","3"
"12343","3"
"12344","3"
"12345","3"
"12346","3"
"12347","3"
"12348","3"
"12349","3"
"12350","3"
"12351","3"
"12352","3"
"12353","3"
"12354","3"
"12355","3"
"12356","3"
"12357","3"
"12358","3"
"12359","3"
"12360","3"
"12361","3"
"12362","3"
"12363","3"
"12364","3"
"12365","3"
"12366","3"
"12367","3"
"12368","3"
"12369","3"
"12370","3"
"12371","3"
"12372","3"
"12373","3"
"12374","3"
"12375","3"
"12376","3"
"12377","3"
"12378","3"
"12379","3"
"12380","3"
"12381","3"
"12382","3"
"12383","3"
"12384","3"
"12385","3"
"12386","3"
"12387","3"
"12388","3"
"12389","3"
"12390","3"
"12391","3"
"12392","3"
"12393","3"
"12394","3"
"12395","3"
"12396","3"
"12397","3"
"12398","3"
"12399","3"
"12400","3"
"12401","3"
"12402","3"
"12403","3"
"12404","3"
"12405","3"
"12406","3"
"12407","3"
"12408","3"
"12409","3"
"12410","3"
"12411","3"
"12412","3"
"12413","3"
"12414","3"
"12415","3"
"12416","3"
"12417","3"
"12418","3"
"12419","3"
"12420","3"
"12421","3"
"12422","3"
"12423","3"
"12424","3"
"12425","3"
"12426","3"
"12427","3"
"12428","3"
"12429","3"
"12430","3"
"12431","3"
"12432","3"
"12433","3"
"12434","3"
"12435","3"
"12436","3"
"12437","3"
"12438","3"
"12439","3"
"12440","3"
"12441","3"
"12442","3"
"12443","3"
"12444","3"
"12445","3"
"12446","3"
"12447","3"
"12448","3"
"12449","3"
"12450","3"
"12451","3"
"12452","3"
"12453","3"
"12454","3"
"12455","3"
"12456","3"
"12457","3"
"12458","3"
"12459","3"
"12460","3"
"12461","3"
"12462","3"
"12463","3"
"12464","3"
"12465","3"
"12466","3"
"12467","3"
"12468","3"
"12469","3"
"12470","3"
"12471","3"
"12472","3"
"12473","3"
"12474","3"
"12475","3"
"12476","3"
"12477","3"
"12478","3"
"12479","3"
"12480","3"
"12481","3"
"12482","3"
"12483","3"
"12484","3"
"12485","3"
"12486","3"
"12487","3"
"12488","3"
"12489","3"
"12490","3"
"12491","3"
"12492","3"
"12493","3"
"12494","3"
"12495","3"
"12496","3"
"12497","3"
"12498","3"
"12499","3"
"12500","3"
"12501","3"
"12502","3"
"12503","3"
"12504","3"
"12505","3"
"12506","3"
"12507","3"
"12508","3"
"12509","3"
"12510","3"
"12511","3"
"12512","3"
"12513","3"
"12514","3"
"12515","3"
"12516","3"
"12517","3"
"12518","3"
"12519","3"
"12520","3"
"12521","3"
"12522","3"
"12523","3"
"12524","3"
"12525","3"
"12526","3"
"12527","3"
"12528","3"
"12529","3"
"12530","3"
"12531","3"
"12532","3"
"12533","3"
"12534","3"
"12535","3"
"12536","3"
"12537","3"
"12538","3"
"12539","3"
"12540","3"
"12541","3"
"12542","3"
"12543","3"
"12544","3"
"12545","3"
"12546","3"
"12547","3"
"12548","3"
"12549","3"
"12550","3"
"12551","3"
"12552","3"
"12553","3"
"12554","3"
"12555","3"
"12556","3"
"12557","3"
"12558","3"
"12559","3"
"12560","3"
"12561","3"
"12562","3"
"12563","3"
"12564","3"
"12565","3"
"12566","3"
"12567","3"
"12568","3"
"12569","3"
"12570","3"
"12571","3"
"12572","3"
"12573","3"
"12574","3"
"12575","3"
"12576","3"
"12577","3"
"12578","3"
"12579","3"
"12580","3"
"12581","3"
"12582","3"
"12583","3"
"12584","3"
"12585","3"
"12586","3"
"12587","3"
"12588","3"
"12589","3"
"12590","3"
"12591","3"
"12592","3"
"12593","3"
"12594","3"
"12595","3"
"12596","3"
"12597","3"
"12598","3"
"12599","3"
"12600","3"
"12601","3"
"12602","3"
"12603","3"
"12604","3"
"12605","3"
"12606","3"
"12607","3"
"12608","3"
"12609","3"
"12610","3"
"12611","3"
"12612","3"
"12613","3"
"12614","3"
"12615","3"
"12616","3"
"12617","3"
"12618","3"
"12619","3"
"12620","3"
"12621","3"
"12622","3"
"12623","3"
"12624","3"
"12625","3"
"12626","3"
"12627","3"
"12628","3"
"12629","3"
"12630","3"
"12631","3"
"12632","3"
"12633","3"
"12634","3"
"12635","3"
"12636","3"
"12637","3"
"12638","3"
"12639","3"
"12640","3"
"12641","3"
"12642","3"
"12643","3"
"12644","3"
"12645","3"
"12646","3"
"12647","3"
"12648","3"
"12649","3"
"12650","3"
"12651","3"
"12652","3"
"12653","3"
"12654","3"
"12655","3"
"12656","3"
"12657","3"
"12658","3"
"12659","3"
"12660","3"
"12661","3"
"12662","3"
"12663","3"
"12664","3"
"12665","3"
"12666","3"
"12667","3"
"12668","3"
"12669","3"
"12670","3"
"12671","3"
"12672","3"
"12673","3"
"12674","3"
"12675","3"
"12676","3"
"12677","3"
"12678","3"
"12679","3"
"12680","3"
"12681","3"
"12682","3"
"12683","3"
"12684","3"
"12685","3"
"12686","3"
"12687","3"
"12688","3"
"12689","3"
"12690","3"
"12691","3"
"12692","3"
"12693","3"
"12694","3"
"12695","3"
"12696","3"
"12697","3"
"12698","3"
"12699","3"
"12700","3"
"12701","3"
"12702","3"
"12703","3"
"12704","3"
"12705","3"
"12706","3"
"12707","3"
"12708","3"
"12709","3"
"12710","3"
"12711","3"
"12712","3"
"12713","3"
"12714","3"
"12715","3"
"12716","3"
"12717","3"
"12718","3"
"12719","3"
"12720","3"
"12721","3"
"12722","3"
"12723","3"
"12724","3"
"12725","3"
"12726","3"
"12727","3"
"12728","3"
"12729","3"
"12730","3"
"12731","3"
"12732","3"
"12733","3"
"12734","3"
"12735","3"
"12736","3"
"12737","3"
"12738","3"
"12739","3"
"12740","3"
"12741","3"
"12742","3"
"12743","3"
"12744","3"
"12745","3"
"12746","3"
"12747","3"
"12748","3"
"12749","3"
"12750","3"
"12751","3"
"12752","3"
"12753","3"
"12754","3"
"12755","3"
"12756","3"
"12757","3"
"12758","3"
"12759","3"
"12760","3"
"12761","3"
"12762","3"
"12763","3"
"12764","3"
"12765","3"
"12766","3"
"12767","3"
"12768","3"
"12769","3"
"12770","3"
"12771","3"
"12772","3"
"12773","3"
"12774","3"
"12775","3"
"12776","3"
"12777","3"
"12778","3"
"12779","3"
"12780","3"
"12781","3"
"12782","3"
"12783","3"
"12784","3"
"12785","3"
"12786","3"
"12787","3"
"12788","3"
"12789","3"
"12790","3"
"12791","3"
"12792","3"
"12793","3"
"12794","3"
"12795","3"
"12796","3"
"12797","3"
"12798","3"
"12799","3"
"12800","3"
"12801","3"
"12802","3"
"12803","3"
"12804","3"
"12805","3"
"12806","3"
"12807","3"
"12808","3"
"12809","3"
"12810","3"
"12811","3"
"12812","3"
"12813","3"
"12814","3"
"12815","3"
"12816","3"
"12817","3"
"12818","3"
"12819","3"
"12820","3"
"12821","3"
"12822","3"
"12823","3"
"12824","3"
"12825","3"
"12826","3"
"12827","3"
"12828","3"
"12829","3"
"12830","3"
"12831","3"
"12832","3"
"12833","3"
"12834","3"
"12835","3"
"12836","3"
"12837","3"
"12838","3"
"12839","3"
"12840","3"
"12841","3"
"12842","3"
"12843","3"
"12844","3"
"12845","3"
"12846","3"
"12847","3"
"12848","3"
"12849","3"
"12850","3"
"12851","3"
"12852","3"
"12853","3"
"12854","3"
"12855","3"
"12856","3"
"12857","3"
"12858","3"
"12859","3"
"12860","3"
"12861","3"
"12862","3"
"12863","4"
"12864","4"
"12865","4"
"12866","3"
"12867","3"
"12868","4"
"12869","4"
"12870","4"
"12871","4"
"12872","4"
"12873","3"
"12874","4"
"12875","4"
"12876","4"
"12877","4"
"12878","4"
"12879","3"
"12880","4"
"12881","4"
"12882","4"
"12883","3"
"12884","3"
"12885","4"
"12886","4"
"12887","4"
"12888","4"
"12889","4"
"12890","4"
"12891","4"
"12892","4"
"12893","4"
"12894","4"
"12895","4"
"12896","4"
"12897","4"
"12898","4"
"12899","4"
"12900","4"
"12901","4"
"12902","4"
"12903","4"
"12904","4"
"12905","4"
"12906","4"
"12907","4"
"12908","4"
"12909","3"
"12910","4"
"12911","4"
"12912","2"
"12913","2"
"12914","4"
"12915","4"
"12916","4"
"12917","4"
"12918","4"
"12919","4"
"12920","4"
"12921","4"
"12922","4"
"12923","4"
"12924","4"
"12925","4"
"12926","4"
"12927","4"
"12928","4"
"12929","4"
"12930","4"
"12931","4"
"12932","4"
"12933","4"
"12934","4"
"12935","4"
"12936","2"
"12937","4"
"12938","1"
"12939","1"
"12940","4"
"12941","4"
"12942","4"
"12943","4"
"12944","4"
"12945","4"
"12946","4"
"12947","4"
"12948","4"
"12949","4"
"12950","4"
"12951","4"
"12952","4"
"12953","4"
"12954","4"
"12955","4"
"12956","4"
"12957","2"
"12958","4"
"12959","4"
"12960","4"
"12961","4"
"12962","4"
"12963","4"
"12964","4"
"12965","4"
"12966","4"
"12967","4"
"12968","4"
"12969","4"
"12970","4"
"12971","4"
"12972","4"
"12973","4"
"12974","4"
"12975","4"
"12976","4"
"12977","4"
"12978","4"
"12979","4"
"12980","4"
"12981","4"
"12982","4"
"12983","4"
"12984","4"
"12985","4"
"12986","4"
"12987","2"
"12988","4"
"12989","4"
"12990","4"
"12991","4"
"12992","4"
"12993","4"
"12994","4"
"12995","4"
"12996","1"
"12997","4"
"12998","4"
"12999","4"
"13000","4"
"13001","4"
"13002","4"
"13003","4"
"13004","4"
"13005","4"
"13006","4"
"13007","4"
"13008","4"
"13009","4"
"13010","4"
"13011","4"
"13012","4"
"13013","4"
"13014","4"
"13015","4"
"13016","4"
"13017","4"
"13018","4"
"13019","4"
"13020","4"
"13021","4"
"13022","4"
"13023","4"
"13024","4"
"13025","4"
"13026","1"
"13027","4"
"13028","4"
"13029","4"
"13030","4"
"13031","4"
"13032","4"
"13033","4"
"13034","4"
"13035","4"
"13036","4"
"13037","4"
"13038","4"
"13039","4"
"13040","4"
"13041","4"
"13042","4"
"13043","4"
"13044","4"
"13045","4"
"13046","4"
"13047","4"
"13048","2"
"13049","4"
"13050","4"
"13051","4"
"13052","4"
"13053","4"
"13054","4"
"13055","4"
"13056","4"
"13057","4"
"13058","4"
"13059","2"
"13060","4"
"13061","4"
"13062","4"
"13063","4"
"13064","4"
"13065","4"
"13066","4"
"13067","4"
"13068","4"
"13069","4"
"13070","4"
"13071","4"
"13072","4"
"13073","4"
"13074","4"
"13075","4"
"13076","4"
"13077","4"
"13078","4"
"13079","4"
"13080","4"
"13081","4"
"13082","4"
"13083","4"
"13084","4"
"13085","4"
"13086","4"
"13087","4"
"13088","4"
"13089","4"
"13090","4"
"13091","4"
"13092","4"
"13093","4"
"13094","4"
"13095","4"
"13096","4"
"13097","4"
"13098","4"
"13099","4"
"13100","4"
"13101","4"
"13102","4"
"13103","4"
"13104","4"
"13105","4"
"13106","4"
"13107","4"
"13108","4"
"13109","4"
"13110","4"
"13111","4"
"13112","4"
"13113","4"
"13114","4"
"13115","4"
"13116","4"
"13117","4"
"13118","4"
"13119","4"
"13120","4"
"13121","4"
"13122","4"
"13123","4"
"13124","4"
"13125","4"
"13126","4"
"13127","4"
"13128","4"
"13129","4"
"13130","4"
"13131","4"
"13132","4"
"13133","4"
"13134","4"
"13135","4"
"13136","4"
"13137","4"
"13138","4"
"13139","4"
"13140","4"
"13141","4"
"13142","4"
"13143","4"
"13144","4"
"13145","1"
"13146","1"
"13147","4"
"13148","4"
"13149","4"
"13150","4"
"13151","4"
"13152","1"
"13153","4"
"13154","4"
"13155","4"
"13156","4"
"13157","4"
"13158","4"
"13159","4"
"13160","4"
"13161","4"
"13162","4"
"13163","4"
"13164","4"
"13165","4"
"13166","4"
"13167","4"
"13168","4"
"13169","4"
"13170","4"
"13171","4"
"13172","1"
"13173","4"
"13174","4"
"13175","4"
"13176","4"
"13177","4"
"13178","4"
"13179","4"
"13180","4"
"13181","4"
"13182","4"
"13183","4"
"13184","4"
"13185","4"
"13186","4"
"13187","4"
"13188","4"
"13189","4"
"13190","4"
"13191","4"
"13192","4"
"13193","4"
"13194","4"
"13195","4"
"13196","4"
"13197","4"
"13198","4"
"13199","4"
"13200","4"
"13201","4"
"13202","4"
"13203","2"
"13204","2"
"13205","4"
"13206","4"
"13207","4"
"13208","4"
"13209","4"
"13210","4"
"13211","4"
"13212","4"
"13213","4"
"13214","4"
"13215","4"
"13216","4"
"13217","4"
"13218","4"
"13219","4"
"13220","4"
"13221","4"
"13222","4"
"13223","4"
"13224","4"
"13225","4"
"13226","4"
"13227","4"
"13228","4"
"13229","4"
"13230","4"
"13231","4"
"13232","4"
"13233","4"
"13234","4"
"13235","4"
"13236","4"
